x,y,z,roll,pitch,yaw
24.057350491158616,984.3754414968427,734.4571663552847,-89.2839390359114,31.664113963360773,2.6558507435694048
19.74989766755516,984.2635465637775,728.9001926590406,-89.2839390359114,31.664113963360773,2.6558507435694048
19.088607876375193,984.3220315749968,727.5723075481644,-89.2839390359114,31.664113963360773,2.6558507435694048
18.265052922482425,984.4076142964241,726.2458818507843,-89.2839390359114,31.664113963360773,2.6558507435694048
17.440437143420695,984.4833140051742,724.9184598122858,-89.2839390359114,31.664113963360773,2.6558507435694048
16.53594102469492,982.9835622547619,723.8052078216012,-89.2839390359114,31.664113963360773,2.6558507435694048
15.713973821285606,983.043733176896,722.4828941218726,-89.2839390359114,31.664113963360773,2.6558507435694048
14.963921769911337,984.6752462905185,721.0986534059075,-89.2839390359114,31.664113963360773,2.6558507435694048
14.138615806734151,984.7353581284626,719.9356665454897,-89.2839390359114,31.664113963360773,2.6558507435694048
13.14914304255285,984.8055856475573,718.6902221982583,-89.2839390359114,31.664113963360773,2.6558507435694048
11.626126867601215,983.4601122669651,718.4463625947685,-89.2839390359114,31.664113963360773,2.6558507435694048
